director_name,actor_1_name,actor_2_name,actor_3_name,movie_title,genres,comb
Ryan Murphy,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,running with scissors,Comedy Drama,Jill Clayburgh Joseph Cross Dagmara Dominczyk Ryan Murphy running with scissors
Robert Iscove,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,from justin to kelly,Comedy Musical Romance,Anika Noni Rose Kelly Clarkson Brian Dietzen Robert Iscove from justin to kelly
Spike Lee,Michael Imperioli,Debi Mazar,Gretchen Mol,girl 6,Comedy Drama,Michael Imperioli Debi Mazar Gretchen Mol Spike Lee girl 6
Jane Campion,Jennifer Jason Leigh,Nick Damici,Susan Gardner,in the cut,Mystery Thriller,Jennifer Jason Leigh Nick Damici Susan Gardner Jane Campion in the cut
James Gray,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,two lovers,Drama Romance,Isabella Rossellini Vinessa Shaw Samantha Ivers James Gray two lovers
Fred Schepisi,Bob Hoskins,Ray Winstone,JJ Feild,last orders,Drama,Bob Hoskins Ray Winstone JJ Feild Fred Schepisi last orders
Joon-ho Bong,Doona Bae,Kang-ho Song,Ah-sung Ko,the host,Comedy Drama Horror Sci-Fi,Doona Bae Kang-ho Song Ah-sung Ko Joon-ho Bong the host
Roger Spottiswoode,Robert Duvall,Treat Williams,Paul Gleason,the pursuit of d.b. cooper,Adventure Crime Thriller,Robert Duvall Treat Williams Paul Gleason Roger Spottiswoode the pursuit of d.b. cooper
Antonia Bird,Jeremy Davies,Jeffrey Jones,David Arquette,ravenous,Fantasy Horror Thriller,Jeremy Davies Jeffrey Jones David Arquette Antonia Bird ravenous
Jon Poll,Robert Downey Jr.,Megan Park,Hope Davis,charlie bartlett,Comedy Drama Romance,Robert Downey Jr. Megan Park Hope Davis Jon Poll charlie bartlett
Paolo Sorrentino,Toni Servillo,Sabrina Ferilli,Serena Grandi,the great beauty,Drama,Toni Servillo Sabrina Ferilli Serena Grandi Paolo Sorrentino the great beauty
Peter Care,Kieran Culkin,Michael Harding,Jake Richardson,the dangerous lives of altar boys,Comedy Drama,Kieran Culkin Michael Harding Jake Richardson Peter Care the dangerous lives of altar boys
Chan-wook Park,Mia Wasikowska,Alden Ehrenreich,Harmony Korine,stoker,Drama Thriller,Mia Wasikowska Alden Ehrenreich Harmony Korine Chan-wook Park stoker
Kar-Wai Wong,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,2046,Drama Romance Sci-Fi,Li Gong Tony Chiu Wai Leung Maggie Cheung Kar-Wai Wong 2046
Ira Sachs,David Richmond-Peck,Erin Boyes,Timothy Webber,married life,Crime Drama Romance,David Richmond-Peck Erin Boyes Timothy Webber Ira Sachs married life
Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott,duma,Adventure Drama Family,Eamonn Walker Hope Davis Campbell Scott Carroll Ballard duma
Neil Jordan,Tony Curran,Stephen Rea,Alicja Bachleda,ondine,Drama Mystery Romance,Tony Curran Stephen Rea Alicja Bachleda Neil Jordan ondine
Takeshi Kitano,Omar Epps,Tatyana Ali,James Shigeta,brother,Crime Drama Thriller,Omar Epps Tatyana Ali James Shigeta Takeshi Kitano brother
Anthony Russo,Michael Jeter,Isaiah Washington,Andy Davoli,welcome to collinwood,Comedy Crime,Michael Jeter Isaiah Washington Andy Davoli Anthony Russo welcome to collinwood
Sidney Lumet,Kyra Sedgwick,Anne Bancroft,Albert Brooks,critical care,Comedy Drama,Kyra Sedgwick Anne Bancroft Albert Brooks Sidney Lumet critical care
Vadim Perelman,Eva Amurri Martino,Lynn Cohen,Brett Cullen,the life before her eyes,Drama Mystery Thriller,Eva Amurri Martino Lynn Cohen Brett Cullen Vadim Perelman the life before her eyes
Lawrence Kasdan,Dianne Wiest,Mark Duplass,Sam Shepard,darling companion,Comedy Drama Romance,Dianne Wiest Mark Duplass Sam Shepard Lawrence Kasdan darling companion
Marco Kreuzpaintner,Zack Ward,Kate del Castillo,Alicja Bachleda,trade,Crime Drama Thriller,Zack Ward Kate del Castillo Alicja Bachleda Marco Kreuzpaintner trade
Lajos Koltai,Marcell Nagy,Péter Fancsikai,Bálint Péntek,fateless,Drama Romance War,Marcell Nagy Péter Fancsikai Bálint Péntek Lajos Koltai fateless
Alan Rudolph,Bruce Willis,Albert Finney,Omar Epps,breakfast of champions,Comedy,Bruce Willis Albert Finney Omar Epps Alan Rudolph breakfast of champions
Vincenzo Natali,David Hewlett,Jeremy Northam,Kari Matchett,cypher,Mystery Romance Sci-Fi Thriller,David Hewlett Jeremy Northam Kari Matchett Vincenzo Natali cypher
Chuan Lu,Ye Liu,Yuanyuan Gao,Ryu Kohata,city of life and death,Drama History War,Ye Liu Yuanyuan Gao Ryu Kohata Chuan Lu city of life and death
Lijun Sun,Jon Heder,Tom Arnold,Rebecca Black,legend of kung fu rabbit,Action Adventure Animation Comedy Family,Jon Heder Tom Arnold Rebecca Black Lijun Sun legend of kung fu rabbit
Takashi Yamazaki,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,space battleship yamato,Action Adventure Drama Sci-Fi,Takuya Kimura Meisa Kuroki Hiroyuki Ikeuchi Takashi Yamazaki space battleship yamato
Renny Harlin,Richard Coyle,Kenneth Cranham,Ana Imnadze,5 days of war,Action Drama War,Richard Coyle Kenneth Cranham Ana Imnadze Renny Harlin 5 days of war
Christopher Smith,Rachael Carpani,Michael Dorman,Emma Lung,triangle,Fantasy Mystery Thriller,Rachael Carpani Michael Dorman Emma Lung Christopher Smith triangle
Timothy Hines,Christopher Lambert,Kelly LeBrock,Alexandra Callas,10 days in a madhouse,Drama,Christopher Lambert Kelly LeBrock Alexandra Callas Timothy Hines 10 days in a madhouse
Randall Wallace,Jacob Vargas,Connor Corum,Rob Moran,heaven is for real,Biography Drama,Jacob Vargas Connor Corum Rob Moran Randall Wallace heaven is for real
David Winters,Gary Daniels,Matt Marr,Ginger Jensen,dancin' it's on,Family Musical,Gary Daniels Matt Marr Ginger Jensen David Winters dancin' it's on
Mary Lambert,Miko Hughes,Fred Gwynne,Denise Crosby,pet sematary,Fantasy Horror,Miko Hughes Fred Gwynne Denise Crosby Mary Lambert pet sematary
Akira Kurosawa,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao,madadayo,Drama,Tatsuo Matsumura Tetsu Watanabe Akira Terao Akira Kurosawa madadayo
Jamie Thraves,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan,the cry of the owl,Drama Thriller,Paddy Considine Caroline Dhavernas Charlotte Sullivan Jamie Thraves the cry of the owl
Mabel Cheung,Wei Tang,Ching Wan Lau,Hailu Qin,a tale of three cities,Drama,Wei Tang Ching Wan Lau Hailu Qin Mabel Cheung a tale of three cities
Joe Dante,Phoebe Cates,Harry Carey Jr.,Zach Galligan,gremlins,Comedy Fantasy Horror,Phoebe Cates Harry Carey Jr. Zach Galligan Joe Dante gremlins
George Lucas,Harrison Ford,Peter Cushing,Kenny Baker,star wars: episode iv - a new hope,Action Adventure Fantasy Sci-Fi,Harrison Ford Peter Cushing Kenny Baker George Lucas star wars: episode iv - a new hope
Dan Mazer,Robert De Niro,Zoey Deutch,Jason Mantzoukas,dirty grandpa,Comedy,Robert De Niro Zoey Deutch Jason Mantzoukas Dan Mazer dirty grandpa
David Lean,Julie Christie,Klaus Kinski,Geraldine Chaplin,doctor zhivago,Drama Romance War,Julie Christie Klaus Kinski Geraldine Chaplin David Lean doctor zhivago
Stephen Daldry,Wagner Moura,Selton Mello,Daniel Zettel,trash,Adventure Crime Drama Mystery Thriller,Wagner Moura Selton Mello Daniel Zettel Stephen Daldry trash
Kenny Ortega,Lucas Grabeel,Matt Prokop,Corbin Bleu,high school musical 3: senior year,Comedy Drama Family Music Musical Romance,Lucas Grabeel Matt Prokop Corbin Bleu Kenny Ortega high school musical 3: senior year
David O. Russell,Christian Bale,Jack McGee,Melissa McMeekin,the fighter,Biography Drama Sport,Christian Bale Jack McGee Melissa McMeekin David O. Russell the fighter
Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,jackass number two,Action Comedy Documentary,Bam Margera Steve-O Chris Pontius Jeff Tremaine jackass number two
Jonathan Lynn,Fred Gwynne,Bruce McGill,Lane Smith,my cousin vinny,Comedy Crime,Fred Gwynne Bruce McGill Lane Smith Jonathan Lynn my cousin vinny
R.J. Cutler,Chloë Grace Moretz,Mireille Enos,Stacy Keach,if i stay,Drama Fantasy Music Romance,Chloë Grace Moretz Mireille Enos Stacy Keach R.J. Cutler if i stay
Brian Trenchard-Smith,Zoe Ventoura,Damien Garvey,Christopher Sommers,drive hard,Action Comedy Crime,Zoe Ventoura Damien Garvey Christopher Sommers Brian Trenchard-Smith drive hard
David S. Ward,Corbin Bernsen,Tom Berenger,Rene Russo,major league,Comedy Sport,Corbin Bernsen Tom Berenger Rene Russo David S. Ward major league
Oliver Parker,Lily Cole,Rupert Everett,Tamsin Egerton,st. trinian's,Comedy,Lily Cole Rupert Everett Tamsin Egerton Oliver Parker st. trinian's
Joel Schumacher,Radha Mitchell,John Enos III,Richard T. Jones,phone booth,Crime Thriller,Radha Mitchell John Enos III Richard T. Jones Joel Schumacher phone booth
Adam Shankman,Lauren German,Peter Coyote,Paz de la Huerta,a walk to remember,Drama Romance,Lauren German Peter Coyote Paz de la Huerta Adam Shankman a walk to remember
Tim Robbins,Lois Smith,Celia Weston,Robert Prosky,dead man walking,Crime Drama,Lois Smith Celia Weston Robert Prosky Tim Robbins dead man walking
Roger Kumble,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius,cruel intentions,Drama Romance,Sarah Michelle Gellar Sean Patrick Thomas Eric Mabius Roger Kumble cruel intentions
Kevin Greutert,Costas Mandylor,Shawnee Smith,George Newbern,saw vi,Horror Mystery,Costas Mandylor Shawnee Smith George Newbern Kevin Greutert saw vi
Gina Prince-Bythewood,Nate Parker,Alicia Keys,Jennifer Hudson,the secret life of bees,Drama,Nate Parker Alicia Keys Jennifer Hudson Gina Prince-Bythewood the secret life of bees
Rob Pritts,Vincent Pastore,Vinessa Shaw,Peter Berg,corky romano,Comedy Crime,Vincent Pastore Vinessa Shaw Peter Berg Rob Pritts corky romano
Brian De Palma,Steven Bauer,Gabrielle Carteris,Gregg Henry,raising cain,Crime Drama Thriller,Steven Bauer Gabrielle Carteris Gregg Henry Brian De Palma raising cain
Norman Jewison,Sylvester Stallone,Peter Boyle,Rod Steiger,f.i.s.t.,Drama,Sylvester Stallone Peter Boyle Rod Steiger Norman Jewison f.i.s.t.
Tobe Hooper,Louise Fletcher,Bud Cort,William Bassett,invaders from mars,Horror Sci-Fi,Louise Fletcher Bud Cort William Bassett Tobe Hooper invaders from mars
John Crowley,Julie Walters,Fiona Glascott,Eva Birthistle,brooklyn,Drama Romance,Julie Walters Fiona Glascott Eva Birthistle John Crowley brooklyn
Stanley Kubrick,Ryan O'Neal,Steven Berkoff,Hardy Krüger,barry lyndon,Adventure Drama History War,Ryan O'Neal Steven Berkoff Hardy Krüger Stanley Kubrick barry lyndon
Brendan Malloy,Lee Majors,Jason London,Thomas Lennon,out cold,Comedy Sport,Lee Majors Jason London Thomas Lennon Brendan Malloy out cold
Reginald Hudlin,Will Ferrell,John Witherspoon,Tim Meadows,the ladies man,Comedy,Will Ferrell John Witherspoon Tim Meadows Reginald Hudlin the ladies man
Dustin Hoffman,Luke Newberry,Sheridan Smith,Pauline Collins,quartet,Comedy Drama,Luke Newberry Sheridan Smith Pauline Collins Dustin Hoffman quartet
Gregory Poirier,Shannon Elizabeth,Jake Busey,David Ogden Stiers,tomcats,Comedy,Shannon Elizabeth Jake Busey David Ogden Stiers Gregory Poirier tomcats
Bill Paxton,Matthew McConaughey,Powers Boothe,Matt O'Leary,frailty,Crime Drama Thriller,Matthew McConaughey Powers Boothe Matt O'Leary Bill Paxton frailty
Simon Curtis,Ryan Reynolds,Frances Fisher,Elizabeth McGovern,woman in gold,Biography Drama History,Ryan Reynolds Frances Fisher Elizabeth McGovern Simon Curtis woman in gold
Bill Condon,Liam Neeson,Oliver Platt,Dylan Baker,kinsey,Biography Drama,Liam Neeson Oliver Platt Dylan Baker Bill Condon kinsey
Sam Raimi,Patricia Tallman,Bridget Fonda,Embeth Davidtz,army of darkness,Comedy Fantasy Horror,Patricia Tallman Bridget Fonda Embeth Davidtz Sam Raimi army of darkness
Dewey Nicks,Jaime King,Gedde Watanabe,Jim Rash,slackers,Comedy Romance,Jaime King Gedde Watanabe Jim Rash Dewey Nicks slackers
Lasse Hallström,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,what's eating gilbert grape,Drama Romance,Johnny Depp Leonardo DiCaprio Kevin Tighe Lasse Hallström what's eating gilbert grape
Philip Saville,Henry Ian Cusick,Alan Van Sprang,Scott Handy,the visual bible: the gospel of john,Biography Drama History,Henry Ian Cusick Alan Van Sprang Scott Handy Philip Saville the visual bible: the gospel of john
Mike Leigh,Eddie Marsan,Sally Hawkins,Imelda Staunton,vera drake,Crime Drama,Eddie Marsan Sally Hawkins Imelda Staunton Mike Leigh vera drake
Daisy von Scherler Mayer,Michael McKean,Dash Mihok,Jimi Mistry,the guru,Comedy Music Romance,Michael McKean Dash Mihok Jimi Mistry Daisy von Scherler Mayer the guru
Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo,the perez family,Comedy Drama Romance,Anjelica Huston Chazz Palminteri Vincent Gallo Mira Nair the perez family
Ethan Coen,Justin Timberlake,Max Casella,Alex Karpovsky,inside llewyn davis,Drama Music,Justin Timberlake Max Casella Alex Karpovsky Ethan Coen inside llewyn davis
William A. Graham,Milla Jovovich,Wayne Pygram,Lisa Pelikan,return to the blue lagoon,Adventure Drama Romance,Milla Jovovich Wayne Pygram Lisa Pelikan William A. Graham return to the blue lagoon
Martin Ritt,Frank Finlay,Anthony Zerbe,Samantha Eggar,the molly maguires,Drama History,Frank Finlay Anthony Zerbe Samantha Eggar Martin Ritt the molly maguires
John Turturro,Kate Winslet,Steve Buscemi,Eddie Izzard,romance & cigarettes,Comedy Musical Romance,Kate Winslet Steve Buscemi Eddie Izzard John Turturro romance & cigarettes
Agnieszka Holland,Phyllida Law,David Kennedy,Angus Barnett,copying beethoven,Biography Drama Music,Phyllida Law David Kennedy Angus Barnett Agnieszka Holland copying beethoven
Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,poltergeist,Fantasy Horror,Heather O'Rourke Zelda Rubinstein Craig T. Nelson Tobe Hooper poltergeist
Rowan Joffe,Sam Riley,Sean Harris,Geoff Bell,brighton rock,Crime Drama Thriller,Sam Riley Sean Harris Geoff Bell Rowan Joffe brighton rock
David Hackl,Julie Benz,Costas Mandylor,Scott Patterson,saw v,Horror Mystery,Julie Benz Costas Mandylor Scott Patterson David Hackl saw v
Giuliano Montaldo,John Cassavetes,Gena Rowlands,Britt Ekland,machine gun mccain,Crime Drama Thriller,John Cassavetes Gena Rowlands Britt Ekland Giuliano Montaldo machine gun mccain
Lisa Azuelos,Nora Dunn,Lina Esco,Alix Freihage,lol,Comedy Drama Romance,Nora Dunn Lina Esco Alix Freihage Lisa Azuelos lol
Ray Lawrence,John Howard,Deborra-Lee Furness,Max Cullen,jindabyne,Crime Drama Mystery Thriller,John Howard Deborra-Lee Furness Max Cullen Ray Lawrence jindabyne
Karan Johar,Shah Rukh Khan,John Abraham,Preity Zinta,kabhi alvida naa kehna,Drama,Shah Rukh Khan John Abraham Preity Zinta Karan Johar kabhi alvida naa kehna
Oliver Parker,Minnie Driver,Rupert Everett,Jeremy Northam,an ideal husband,Comedy Romance,Minnie Driver Rupert Everett Jeremy Northam Oliver Parker an ideal husband
Ruairi Robinson,Romola Garai,Olivia Williams,Tom Cullen,the last days on mars,Horror Sci-Fi Thriller,Romola Garai Olivia Williams Tom Cullen Ruairi Robinson the last days on mars
Jaume Balagueró,Lena Olin,Giancarlo Giannini,Francesc Pagès,darkness,Horror,Lena Olin Giancarlo Giannini Francesc Pagès Jaume Balagueró darkness
Stanley Kubrick,Keir Dullea,Gary Lockwood,Glenn Beck,2001: a space odyssey,Adventure Mystery Sci-Fi,Keir Dullea Gary Lockwood Glenn Beck Stanley Kubrick 2001: a space odyssey
Steven Spielberg,Henry Thomas,Dee Wallace,Peter Coyote,e.t. the extra-terrestrial,Family Sci-Fi,Henry Thomas Dee Wallace Peter Coyote Steven Spielberg e.t. the extra-terrestrial
Jon Kasdan,Kristen Stewart,Elena Anaya,Dustin Milligan,in the land of women,Comedy Drama Romance,Kristen Stewart Elena Anaya Dustin Milligan Jon Kasdan in the land of women
Léa Pool,William Hurt,Marc Donato,Raoul Max Trujillo,the blue butterfly,Adventure Drama,William Hurt Marc Donato Raoul Max Trujillo Léa Pool the blue butterfly
Floyd Mutrux,Ricky Schroder,Kelli Williams,Seymour Cassel,there goes my baby,Comedy Drama,Ricky Schroder Kelli Williams Seymour Cassel Floyd Mutrux there goes my baby
unknown,Antonia Thomas,Johnny Flynn,Hannah Britland,lovesick            ,Comedy,Antonia Thomas Johnny Flynn Hannah Britland unknown lovesick            
Sajid Khan,Arjun Rampal,Boman Irani,Riteish Deshmukh,housefull,Comedy,Arjun Rampal Boman Irani Riteish Deshmukh Sajid Khan housefull
Christopher Cain,Jon Gries,Taylor Handley,Trent Ford,september dawn,Drama History Romance Western,Jon Gries Taylor Handley Trent Ford Christopher Cain september dawn
Dean Wright,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,for greater glory: the true story of cristiada,Drama History War,Santiago Cabrera Eduardo Verástegui Catalina Sandino Moreno Dean Wright for greater glory: the true story of cristiada
Eric Lartigau,Karin Viard,Eric Elmosnino,François Damiens,la famille bélier,Comedy Drama Music,Karin Viard Eric Elmosnino François Damiens Eric Lartigau la famille bélier
Gus Van Sant,Robin Williams,Matt Damon,Minnie Driver,good will hunting,Drama,Robin Williams Matt Damon Minnie Driver Gus Van Sant good will hunting
Shintaro Shimosawa,Al Pacino,Anthony Hopkins,Glen Powell,misconduct,Drama Thriller,Al Pacino Anthony Hopkins Glen Powell Shintaro Shimosawa misconduct
Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Leigh Whannell,saw iii,Horror Mystery,Costas Mandylor Shawnee Smith Leigh Whannell Darren Lynn Bousman saw iii
Ivan Reitman,Bill Murray,Harold Ramis,Judge Reinhold,stripes,Action Comedy War,Bill Murray Harold Ramis Judge Reinhold Ivan Reitman stripes
Peyton Reed,Kirsten Dunst,Lindsay Sloane,Clare Kramer,bring it on,Comedy Sport,Kirsten Dunst Lindsay Sloane Clare Kramer Peyton Reed bring it on
James DeMonaco,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,the purge: election year,Action Horror Sci-Fi Thriller,Frank Grillo Joseph Julian Soria Mykelti Williamson James DeMonaco the purge: election year
Robert Iscove,Paul Walker,Clea DuVall,Kieran Culkin,she's all that,Comedy Romance,Paul Walker Clea DuVall Kieran Culkin Robert Iscove she's all that
Lee Daniels,Mo'Nique,Gabourey Sidibe,Mariah Carey,precious,Drama,Mo'Nique Gabourey Sidibe Mariah Carey Lee Daniels precious
Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Angus Macfadyen,saw iv,Horror Mystery,Costas Mandylor Shawnee Smith Angus Macfadyen Darren Lynn Bousman saw iv
Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,white noise,Drama Horror Mystery Thriller,Deborah Kara Unger Keegan Connor Tracy Mike Dopud Geoffrey Sax white noise
Tyler Perry,Boris Kodjoe,Cicely Tyson,Blair Underwood,madea's family reunion,Comedy Drama Romance,Boris Kodjoe Cicely Tyson Blair Underwood Tyler Perry madea's family reunion
Martin Scorsese,Tom Cruise,Bill Cobbs,Mary Elizabeth Mastrantonio,the color of money,Drama Sport,Tom Cruise Bill Cobbs Mary Elizabeth Mastrantonio Martin Scorsese the color of money
Ken Annakin,Richard Burton,Richard Beymer,Eddie Albert,the longest day,Action Drama History War,Richard Burton Richard Beymer Eddie Albert Ken Annakin the longest day
